epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.677808360842461,0.4207050238885064,1.5170919251778578,0.4767853229391691
2,1.437365373721798,0.5067447215789364,1.4289544810290284,0.510241539087693
3,1.3694924325797349,0.5338370522209008,1.4986589358829934,0.49968692276384585
4,1.331721814840069,0.5483324988003588,1.5088405569005021,0.5097895338279954
5,1.3086987760900612,0.5568669024222319,1.3718889543357922,0.537784508938355
6,1.2924934460581516,0.5631617585696105,1.3146634170728826,0.5550702858395166
7,1.2798931350724123,0.5678227556278818,1.2897019833682821,0.5610461475846091
8,1.2705805945701343,0.5715286036177004,1.3623231936962408,0.5431557402711249
9,1.2624934656302522,0.574831528655776,1.2666277337182104,0.5712837732068501
10,1.2545821547262017,0.5776689407690221,1.2867890219964566,0.5650144015528631
11,1.249012743888767,0.5798204710938641,1.2747276810284138,0.5694405309789925
12,1.244514922516109,0.5816238446934134,1.306085701334575,0.5632337747722364
13,1.2387403894621298,0.5838562204001586,1.4234847914265314,0.5427937447168216
14,1.2348550073751952,0.5856217792243016,1.2506822520916363,0.5776255439716979
15,1.2308560794086898,0.5870867757818531,1.330548693162217,0.5586119720735105
16,1.2278840896052676,0.5878274237967077,1.2778607843373357,0.5691176700792085
17,1.2244115140868796,0.5895017055767666,1.2706816534121288,0.5721310384771924
18,1.2215143089010307,0.590941926936638,1.2564270572243836,0.5776098901098901
19,1.219032291925214,0.5914406907846697,1.3019428383642662,0.5638462321154629
20,1.2157637674036357,0.5928457052846801,1.2808931886663726,0.5677753514291976
21,1.2145958270871615,0.5934676931422252,1.2557186701167837,0.5761051626436242
22,1.2123226074838058,0.5941248878596316,1.2902013251674564,0.5658205754359601
23,1.2103421849368403,0.5948909630510526,1.2449406771455893,0.5808639366331674
24,1.2089569782674037,0.5953356126515199,1.2459597706404706,0.5795059641213487
25,1.2067112383638825,0.5965815443032693,1.2635542081589366,0.5761266867036098
26,1.2045294461374958,0.5974512841376145,1.223587510118324,0.5867106540183463
27,1.203914658723987,0.5976116709436482,1.248517755138227,0.5791870166870167
28,1.202247636384513,0.5984025213327492,1.3019659950642977,0.5674622741930434
29,1.201248561218513,0.5985746437587365,1.2169887560588217,0.5901486334178642
30,1.1995570432092482,0.5990108176336818,1.2468954794472875,0.5803180082026236
31,1.197886122200481,0.5998446986292796,1.2171013490277214,0.5894011615165461
32,1.1966970586226586,0.6002111107633891,1.2337206810577552,0.5827737077737077
33,1.1958538340546279,0.6006759717093322,1.233774541270679,0.5865756394602548
34,1.1951559462360968,0.6010958461121195,1.2287821510302748,0.5852587583356814
35,1.1938090136973842,0.601117361415368,1.2896735331651865,0.5700275507967816
36,1.1924087037200715,0.6017126181385742,1.2458195881875116,0.581313985160139
37,1.1918924803532966,0.6022980951784858,1.2521692299148808,0.5790715694561849
38,1.1910583939479384,0.6024878210344036,1.2525102945074849,0.5801105945336714
39,1.19024272534424,0.6027668679977468,1.3828815856949672,0.5531389906389906
